Month,Date,Island,site,depth_ft,observer,transect,common_name,max_size,count,latin_name,common_family,latin_family,trophic_guild,a,b,biomass_g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,17/09/2020,grand_cayman,bonnies_arch_deep,79,bc,2,princess_parrotfish_initial,20,3,Scarus_taeniopterus,parrotfish,Scaridae,Herbivore,0.01479,3.03,388.3383809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,17/09/2020,grand_cayman,bonnies_arch_deep,79,bc,2,creole_wrasse,10,1,Clepticus_parrae,wrasse,Labridae,Omnivore,0.00955,3.07,11.22027165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,17/09/2020,grand_cayman,bonnies_arch_deep,79,bc,2,creole_wrasse,20,12,Clepticus_parrae,wrasse,Labridae,Omnivore,0.00955,3.07,1130.698209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,17/09/2020,grand_cayman,bonnies_arch_deep,79,bc,2,redband_parrotfish_initial,20,1,Sparisoma_aurofrenatum,parrotfish,Scaridae,Herbivore,0.0117,3.15,146.7000791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,17/09/2020,grand_cayman,bonnies_arch_deep,79,bc,2,black_durgon,20,1,Melichthys_niger,triggerfish,Balistidae,Planktivore,0.0257,2.94,171.7755353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,17/09/2020,grand_cayman,bonnies_arch_deep,79,bc,2,stoplight_parrotfish_terminal,40,1,Sparisoma_viride,parrotfish,Scaridae,Herbivore,0.0257,2.93,1270.483116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,17/09/2020,grand_cayman,bonnies_arch_deep,79,bc,2,french_angelfish,40,1,Pomacanthus_paru,angelfish,Pomacanthidae,Omnivore,0.049,2.96,2705.787302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,17/09/2020,grand_cayman,bonnies_arch_deep,79,bc,2,sharpnose_puffer,5,3,Canthigaster_rostrata,puffer,Tetraodontidae,Omnivore,0.02818,2.94,9.594758682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,1,blue_chromis,5,45,Chromis_cyanea,chromis,Pomacentridae,Planktivore,0.01479,2.99,81.86551547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,1,blue_chromis,10,20,Chromis_cyanea,chromis,Pomacentridae,Planktivore,0.01479,2.99,289.06677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,1,fairy_basslet,5,14,Gramma_loreto,basslet,Grammatidae,Omnivore,0.01122,3.04,20.94062819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,1,bicolor_damselfish,5,23,Stegastes_partitus,damselfish,Pomacentridae,Omnivore,0.01479,3.01,43.2111399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,1,sharpnose_puffer,5,5,Canthigaster_rostrata,puffer,Tetraodontidae,Omnivore,0.02818,2.94,15.99126447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,1,blueheaded_wrasse,5,4,Thalassoma_bifasciatum,wrasse,Labridae,Omnivore,0.011,2.97,5.240751766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,1,blueheaded_wrasse,10,8,Thalassoma_bifasciatum,wrasse,Labridae,Omnivore,0.011,2.97,82.12637847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,1,squirrelfish,20,1,Holocentrus_adscensionis,squirrelfish,Holocentridae,Invertivore,0.0229,2.86,120.4429183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,1,masked_goby,5,100,Coryphopterus_personatus,goby,Gobiidae,Omnivore,0.01023,3.03,134.2006894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,1,bar_jack,30,1,Caranx_ruber,jack,Carangidae,Invertivore,0.0158,2.99,412.3344666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,1,graysby,20,3,Cephalopholis_cruentata,grouper,Serranidae,Macrocarnivore,0.011,3.11,367.043237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,1,graysby,30,1,Cephalopholis_cruentata,grouper,Serranidae,Macrocarnivore,0.011,3.11,431.7573976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,1,yellowhead_wrasse,5,1,Halochoeres_garnoti,wrasse,Labridae,Invertivore,0.01,3.14,1.565906452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,1,yellowhead_wrasse,10,1,Halochoeres_garnoti,wrasse,Labridae,Invertivore,0.01,3.14,13.80384265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,1,harlequin_bass,20,2,Serranus_tigrinus,grouper,Serranidae,Invertivore,0.01023,3.04,184.5171832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,1,white_grunt,30,1,Haemulon_plumierii,grunt,Haemulidae,Invertivore,0.02,2.96,471.3124474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,1,princess_parrotfish_initial,5,3,Scarus_taeniopterus,parrotfish,Scaridae,Herbivore,0.01479,3.03,5.820610546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,1,princess_parrotfish_initial,10,1,Scarus_taeniopterus,parrotfish,Scaridae,Herbivore,0.01479,3.03,15.84777052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,1,princess_parrotfish_initial,20,6,Scarus_taeniopterus,parrotfish,Scaridae,Herbivore,0.01479,3.03,776.6767618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,1,stoplight_parrotfish_initial,5,4,Sparisoma_viride,parrotfish,Scaridae,Herbivore,0.0257,2.93,11.48088131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,1,stoplight_parrotfish_initial,20,1,Sparisoma_viride,parrotfish,Scaridae,Herbivore,0.0257,2.93,166.7059154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,1,french_grunt,20,2,Haemulon_flavolineatum,grunt,Haemulidae,Invertivore,0.0186,2.99,288.8169164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,1,french_grunt,30,1,Haemulon_flavolineatum,grunt,Haemulidae,Invertivore,0.0186,2.99,485.4063974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,1,beaugregory_damselfish,10,3,Stegastes_leucostictus,damselfish,Pomacentridae,Omnivore,0.288,2.88,655.4110248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,1,ocean_surgeon,20,2,Acanthurus_tractus,surgeonfish,Acanthuridae,Herbivore,0.0257,2.9,304.7544855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,1,longfin_damselfish,10,3,Stegastes_diencaeus,damselfish,Pomacentridae,Omnivore,0.0195,2.99,57.16837743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,1,yellow_goatfish,30,1,Mulloidichthys_martinicus,goatfish,Mullidae,Invertivore,0.012,3.1,455.2575278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,1,redband_parrotfish_initial,20,1,Sparisoma_aurofrenatum,parrotfish,Scaridae,Herbivore,0.0117,3.15,146.7000791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,1,trumpetfish,30,1,Aulostomus_maculatus,trumpetfishes,Aulostomidae,Macrocarnivore,0.0009,3.31,69.7451259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,1,blue_tang,20,1,Acanthurus_coeruleus,surgeonfish,Acanthuridae,Omnivore,0.0324,2.95,223.1431181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,2,bicolor_damselfish,5,15,Stegastes_partitus,damselfish,Pomacentridae,Omnivore,0.01479,3.01,28.1811782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,2,bicolor_damselfish,10,1,Stegastes_partitus,damselfish,Pomacentridae,Omnivore,0.01479,3.01,15.13450336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,2,fairy_basslet,5,18,Gramma_loreto,basslet,Grammatidae,Omnivore,0.01122,3.04,26.92366482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,2,fairy_basslet,10,2,Gramma_loreto,basslet,Grammatidae,Omnivore,0.01122,3.04,24.60497072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,2,mutton_snapper,50,1,Lutjanus_analis,snapper,Lutjanidae,Macrocarnivore,0.0151,3.03,2122.540865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,2,sharpnose_puffer,5,6,Canthigaster_rostrata,puffer,Tetraodontidae,Omnivore,0.02818,2.94,19.18951736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,2,blue_chromis,5,2,Chromis_cyanea,chromis,Pomacentridae,Planktivore,0.01479,2.99,3.638467354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,2,blue_chromis,10,9,Chromis_cyanea,chromis,Pomacentridae,Planktivore,0.01479,2.99,130.0800465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,2,princess_parrotfish_initial,5,5,Scarus_taeniopterus,parrotfish,Scaridae,Herbivore,0.01479,3.03,9.701017577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,2,princess_parrotfish_initial,10,9,Scarus_taeniopterus,parrotfish,Scaridae,Herbivore,0.01479,3.03,142.6299347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,2,princess_parrotfish_terminal,20,2,Scarus_taeniopterus,parrotfish,Scaridae,Herbivore,0.01479,3.03,258.8922539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,2,princess_parrotfish_terminal,30,1,Scarus_taeniopterus,parrotfish,Scaridae,Herbivore,0.01479,3.03,442.2273269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,2,harlequin_bass,10,1,Serranus_tigrinus,grouper,Serranidae,Invertivore,0.01023,3.04,11.21697195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,2,longfin_damselfish,5,2,Stegastes_diencaeus,damselfish,Pomacentridae,Omnivore,0.0195,2.99,4.797167911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,2,longfin_damselfish,10,5,Stegastes_diencaeus,damselfish,Pomacentridae,Omnivore,0.0195,2.99,95.28062904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,2,yellowhead_wrasse,5,2,Halochoeres_garnoti,wrasse,Labridae,Invertivore,0.01,3.14,3.131812905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,2,yellowhead_wrasse,10,1,Halochoeres_garnoti,wrasse,Labridae,Invertivore,0.01,3.14,13.80384265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,2,yellowhead_wrasse,20,2,Halochoeres_garnoti,wrasse,Labridae,Invertivore,0.01,3.14,243.3683973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,2,blueheaded_wrasse,10,6,Thalassoma_bifasciatum,wrasse,Labridae,Omnivore,0.011,2.97,61.59478385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,2,cocoa_damselfish,5,1,Stegastes_variabilis,damselfish,Pomacentridae,Omnivore,0.01698,2.99,2.088613106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,2,cocoa_damselfish,10,1,Stegastes_variabilis,damselfish,Pomacentridae,Omnivore,0.01698,2.99,16.59348801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,2,beaugregory_damselfish,10,2,Stegastes_leucostictus,damselfish,Pomacentridae,Omnivore,0.288,2.88,436.9406832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,2,blackbar_soldierfish,30,5,Myripristis_jacobus,squirrelfish,Holocentridae,Planktivore,0.0347,2.91,3449.231395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,2,squirrelfish,30,5,Holocentrus_adscensionis,squirrelfish,Holocentridae,Invertivore,0.0229,2.86,1920.31412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,2,brown_chromis,10,4,Chromis_multilineata,chromis,Pomacentridae,Planktivore,0.01479,2.99,57.81335399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,2,stoplight_parrotfish_initial,5,1,Sparisoma_viride,parrotfish,Scaridae,Herbivore,0.0257,2.93,2.870220329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,2,redband_parrotfish_initial,10,1,Sparisoma_aurofrenatum,parrotfish,Scaridae,Herbivore,0.0117,3.15,16.52668927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,2,graysby,20,1,Cephalopholis_cruentata,grouper,Serranidae,Macrocarnivore,0.011,3.11,122.3477457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,2,midnight_parrotfish,30,1,Scarus_coelestinus,parrotfish,Scaridae,Herbivore,0.017,3.04,525.8931764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,3,mutton_snapper,50,1,Lutjanus_analis,snapper,Lutjanidae,Macrocarnivore,0.0151,3.03,2122.540865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,3,threespot_damselfish,5,3,Stegastes_planifrons,damselfish,Pomacentridae,Omnivore,0.02138,2.96,7.517616524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,3,threespot_damselfish,10,3,Stegastes_planifrons,damselfish,Pomacentridae,Omnivore,0.02138,2.96,58.49637524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,3,longfin_damselfish,5,2,Stegastes_diencaeus,damselfish,Pomacentridae,Omnivore,0.0195,2.99,4.797167911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,3,longfin_damselfish,10,11,Stegastes_diencaeus,damselfish,Pomacentridae,Omnivore,0.0195,2.99,209.6173839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,3,bicolor_damselfish,5,50,Stegastes_partitus,damselfish,Pomacentridae,Omnivore,0.01479,3.01,93.93726066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,3,bicolor_damselfish,10,25,Stegastes_partitus,damselfish,Pomacentridae,Omnivore,0.01479,3.01,378.3625839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,3,fairy_basslet,5,2,Gramma_loreto,basslet,Grammatidae,Omnivore,0.01122,3.04,2.991518313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,3,blueheaded_wrasse,5,40,Thalassoma_bifasciatum,wrasse,Labridae,Omnivore,0.011,2.97,52.40751766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,3,blueheaded_wrasse,10,12,Thalassoma_bifasciatum,wrasse,Labridae,Omnivore,0.011,2.97,123.1895677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,3,squirrelfish,20,1,Holocentrus_adscensionis,squirrelfish,Holocentridae,Invertivore,0.0229,2.86,120.4429183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,3,squirrelfish,30,1,Holocentrus_adscensionis,squirrelfish,Holocentridae,Invertivore,0.0229,2.86,384.0628239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,3,blue_chromis,10,39,Chromis_cyanea,chromis,Pomacentridae,Planktivore,0.01479,2.99,563.6802014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,3,princess_parrotfish_initial,5,4,Scarus_taeniopterus,parrotfish,Scaridae,Herbivore,0.01479,3.03,7.760814062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,3,princess_parrotfish_initial,10,12,Scarus_taeniopterus,parrotfish,Scaridae,Herbivore,0.01479,3.03,190.1732463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,3,princess_parrotfish_initial,20,5,Scarus_taeniopterus,parrotfish,Scaridae,Herbivore,0.01479,3.03,647.2306348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,3,princess_parrotfish_terminal,20,1,Scarus_taeniopterus,parrotfish,Scaridae,Herbivore,0.01479,3.03,129.446127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,3,blue_tang,20,2,Acanthurus_coeruleus,surgeonfish,Acanthuridae,Omnivore,0.0324,2.95,446.2862362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,3,stoplight_parrotfish_initial,5,5,Sparisoma_viride,parrotfish,Scaridae,Herbivore,0.0257,2.93,14.35110164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,3,stoplight_parrotfish_initial,20,1,Sparisoma_viride,parrotfish,Scaridae,Herbivore,0.0257,2.93,166.7059154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,3,stoplight_parrotfish_terminal,40,1,Sparisoma_viride,parrotfish,Scaridae,Herbivore,0.0257,2.93,1270.483116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,3,yellowtail_damselfish,20,1,Microspathodon_chrysurus,damselfish,Pomacentridae,Omnivore,0.02291,3.02,194.5967918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,3,yellow_goatfish,20,12,Mulloidichthys_martinicus,goatfish,Mullidae,Invertivore,0.012,3.1,1554.373841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,3,sharpnose_puffer,5,7,Canthigaster_rostrata,puffer,Tetraodontidae,Omnivore,0.02818,2.94,22.38777026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,3,rock_beauty,20,1,Holocanthus_tricolor,angelfish,Pomacanthidae,Invertivore,0.0331,2.95,227.9641114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,3,french_grunt,30,1,Haemulon_flavolineatum,grunt,Haemulidae,Invertivore,0.0186,2.99,485.4063974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,3,redband_parrotfish_initial,5,2,Sparisoma_aurofrenatum,parrotfish,Scaridae,Herbivore,0.0117,3.15,3.723671588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,3,redband_parrotfish_initial,10,2,Sparisoma_aurofrenatum,parrotfish,Scaridae,Herbivore,0.0117,3.15,33.05337854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,3,graysby,30,1,Cephalopholis_cruentata,grouper,Serranidae,Macrocarnivore,0.011,3.11,431.7573976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,3,horse_eye_jack,40,1,Caranx_latus,jack,Carangidae,Macrocarnivore,0.0257,2.86,981.3517438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,3,trumpetfish,30,1,Aulostomus_maculatus,trumpetfishes,Aulostomidae,Macrocarnivore,0.0009,3.31,69.7451259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,3,foureye_butterflyfish,10,6,Chaetodon_capistratus,butterflyfish,Chaetodontidae,Invertivore,0.0234,3.19,217.4538533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,3,yellowhead_wrasse,5,3,Halochoeres_garnoti,wrasse,Labridae,Invertivore,0.01,3.14,4.697719357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September,22/09/2020,grand_cayman,bonnies_arch_shallow,30,ggg,3,midnight_parrotfish,40,1,Scarus_coelestinus,parrotfish,Scaridae,Herbivore,0.017,3.04,1260.988991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
